SurveyYear,SurveyPeriod,SiteName,StartDate,EndDate,Race,EstimatedAnnualIncome,ZipCode,SurveyResponseID,Q1 - DoMoreVolunteerWork,Q2 - SeeFriendsMore,Q3 - TakeCareOfHealth,Q4 - EatBetterMeals,Q5 - HaveMoreEnergy,Q6 - FeelHappier,Q7 - SomethingToLookForwardTo,Q8 - KnowWhereToAsk,Q9 - FeelIndependent,Q10 - FeelSeniorCenterPositiveEffect,Q11 - LearnNewThings,Q12 - LearnedAboutServices,Q13 - MoreActive,Q14 - WouldRecommendSeniorCenter,Open1 - HowSeniorCenterChangedLife,Open2 - ParticipateInTheseActivities
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,"Hispanic, Latino ",Not Specified,98125,614,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,,
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,,Not Specified,98107,615,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Not Specified,Sometimes,Most of the Time,Most of the Time,Most of the Time,Fun to talk to new friends!,
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98107,616,Almost Never,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,,Exercise Class
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,,Not Specified,98103,617,Not Applicable,Not Specified,Most of the Time,Not Applicable,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Not Specified,Not Specified,"very helpful to my health, thank you",I attend the Bastyr Free Clinic
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,"Black, African-American, Other African ",Not Specified,98199,618,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Horizons have been broadened socially with active participation in special events,"Volunteering, Donations, Books, Cards and Rummage Purchases"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,Hawaiian Native or Pacific Islander ,Not Specified,98119,619,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,"Eating healthier,Exercise more,Increased social interaction","Lunch,Breakfast,Computer Room"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98107,620,Not Specified,Sometimes,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Connecting with others my same age.  Don't feel so isolated.,Daily luncheon
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98133,621,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Keeping me involved in life,"Community Affairs,Grief Support"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98107,622,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"Bridge, Some free food",
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98107,623,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Gets me more active,Chair yoga
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,,Not Specified,NULL,624,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,"Met so many people,taken interesting classes","Bridge, Exercise classes"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98107,625,Not Applicable,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Tight budget,Just some good suggestions
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,,Not Specified,NULL,626,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,I found community at the lunches and have taken many classes,"Laughter, yogam writing class, balance class, brain class"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98133,627,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Have met new friends; have better lunches,Trips
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98024,628,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"When I moved here to Washington from CT, I immediately found new friends + activities!","Volunteer, laughter, yoga, bookstore, dining room"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98117,629,Most of the Time,Sometimes,Most of the Time,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,,Balance class / fitness class / baked goods / counselling / trips
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98199,630,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,"Gets me up + going, have new friends, more social now","Lunch, writing class"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98121,631,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,My Thursdays are full with visits with seniors.  Look forward to it.,"Exercise, Art collage"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98107,632,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Given me a place away from being home alone,
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,NULL,633,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"Wonderful, I like it",Exercise
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98107,634,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,"Made friends, enjoyed trips and classes","Exercise,Volunteering"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98107,635,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Gets me out to meet new people,Volunteer sometimes
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98107,636,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,"Curiosity activity,More awareness,more friends","Balance,Meals,Films,Field trips"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98119,637,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Know I can find answers,"Classes, lunch, clinic"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,"Asian, Asian-American ",Not Specified,98119,638,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Made me happier,Everything
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98199,639,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,,"Ping pong,lunch,Enhanced Fitness"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98103,640,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,,
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,"Black, African-American, Other African ",Not Specified,98117,641,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,,"Exercise, bookstore"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,,Not Specified,98177,642,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Given it meaning,"Art, lunch, nurse"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98133,643,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Whole new life,Most all of them
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98117,644,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"Bridge,Enhanced fitness",
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98107,645,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,The seniot centre has provided me opportuity to perform volunteer work and social contacts.,Maintain the grounds and provide donations
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98133,646,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Lots of friends,Writers group and some events
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98117,647,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,Sometimes,Not Specified,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,,
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,Other ,Not Specified,98121,648,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,"Made me feel more physically capable, less likely to fall","Enhance Fitness, Meals"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,,Not Specified,98117,649,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Has kept me active in later life,Many of the art courses
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98117,650,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Completing a life goal and caring for my body,"Chair yoga,Great teacher"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98107,651,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,,
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98199,652,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,No depression anymore because of center,
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,,Not Specified,98107,653,Almost Never,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,,"Lunch,Computer lab"
2015,1,Ballard NW Senior Center,00:00.0,00:00.0,White or Caucasian ,Not Specified,98117,654,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,,
